,label,location,tweet_text
2867,,NoVA,calling for senate to pass pain capable regulation will sign it #theyfeelpain #whywemarch #abundantlife
2868,,,crudeness of people their mothers should have thought of
2869,,"Reading, PA",why dont i ever see liquor stores or clinics in rich neighborhoods
2870,0,"Texas, USA",murder is murder is murder
2871,,,hush money is as bad as
2872,,,uh there is recording of him on howard stern saying he had someone he slept with get an so
2873,0,"Virginia, USA",life beats alternative every person who supports was not aborted
2874,,,i'm wondering exact same thing how many mistresses has he encouraged to have an
2875,,"New York, New York",anti-abortion you can just say anti-abortion you have to pretend to care about human life
2876,1,,majority of this country supports
2877,,"Lincoln, NE / Washington, D.C.",i cosponsored born-alive survivors protection act which ensures that medical protection must be given to children who survive
2878,1,"Madison, WI",dont want one dont get one doesnt concern you not your baby not your body then stfu there its solved
2879,1,,must remain legal and safe unless thats outcome you want you can punch yourself right in fart box
2880,,Chicago-ish,#marchforlife adolf hitler was also against of white race
2881,,"Québec, Canada",exactly pro choice is not pro
2882,,jersey,trump is bad stormy daniels im pregnant with ur child trump is not bad
2883,0,I'm all over the map.,psychological pain of is much deeper than physical and you kid yourself if you think this isnt so #marchforlife
2884,,"Connecticut, USA",is medical advancement not scourge you scum fuck
2885,,SOUTHSIDE,its huge ass anti-abortion rally in dc and mfs holding up signs saying i regret my me too mf
2886,0,,and bigots can't pretend to care about children when they support
2887,0,Fathers Business,who knew #democrats loved so much and they still claim their message is #love and #tolerance #marchforlife #releasethememo
2888,1,604,fuck this anti-abortion pro-life bullshit
2889,,Planet Earth,no one will ever convince me that trump never paid for an
2890,,"New York, NY",just curious how do you define right and whats reason that is one
2891,,,so all should be legal we have to trust women why should after birth be illegal if we all trust women
2892,,,i still think it's smart what do you think anti-abortion nut jobs scare me bring it on
2893,,,i imagine he meant aborted instead of bornbut of course no state allows in th month
2894,,chipnw,donald trump has absolutely paid for an and he's speaking at pro-life march irony never dies
2895,1,...in the SHITHOLE of the SOUTH,if you don't want an abortionthen don't get an
2896,,"Washington, DC",you're living example of botched president shithle
2897,,,years me naked
2898,0,"California, USA",if you was christian you'd understand that all can be forgiven except for being gay having an or obamacare
2899,,"Chicago, IL",i thought it was revealed that michael cohen was bag man for payoffs was that just rumor
2900,,"Batesville, MS",question can i use if goes wrong answer i'm scared to ask but use what
2901,,"St Louis, MO",so its ok if west impose restrictions but not pro choice in colonial way
2902,0,"Georgia, USA",kind of an iconic thing to saybut if ones in favor of were abortedthey'd have no opinion today
2903,,between here and there ,it's too bad your mother hadn't had an she would've saved lot of chaos in usa
2904,,"Wisconsin, USA",i suspect it is because their goal is contrary to mission of most of groups at odds over
2905,,,diaper donny doesn't care about anyone but himself how mush did he pay off one of his tricks to have an
2906,,TENNESSEE!,except an execution of convicted criminal is not murder thanks for admitting that is tho
2907,,,trump decries 'permissive' us laws at rally
2908,,"Houston, Texas",so gop wants to make birth as well as illegal
2909,1,"West of Chicago, Illinois",dont want an ladies dont have one
2910,,somewhere over the rainbow,after years on this planet i am shocked to hear from president that i am an
2911,,Oregon,please explain your comparison between menstrarion and how is baby your body
2912,,"Colorado, USA",lol please show me where bible had word in it
2913,,"Brooklyn, NY",trump seems like guy who's paid for somebody's at some point
2914,,Washington State,and birth control and breakdown of family
2915,,,im willing to bet trump has paid for at least one #prolifemyass
2916,,,he is an
2917,,"London, England",whole nahhh what is that
2918,,,trump is literally most pro life president george washington literally said was ok
2919,0,"Roseville, CA",is murder baby in your belly is alive if you purposely abort that babythat is murder abortionismurder
2920,0,,funny how twitter refers to #marchforlife as anti-abortion but calls pro activists pro-choice these people are disgusting
2921,,,thats like - what do you call an at months birth donny birth
2922,,"Indiana, PA",everyone knows as long as you don't have that fetus will pull itself up by its bootstraps as soon as it's born
2923,,"Chicago, IL",if you found baby that survived botched in closet what would you do
2924,,,answer question have you ever paid for an #trumpshutdown
2925,,Brooklyn,it's lot easier to say in retrospect i'm glad i kept my baby than in retrospect i wish i had an
2926,,"Austin, TX",not just pro but apparently militantly anti-natalist
2927,,"Tofte, MN and Anna Maria, FL",only we need is yours resigning and fleeing
2928,,sunshine state,why is snapchat featuring th anti-abortion rally
2929,,"Chicago, IL",porn star should address anti-abortion hypocrites
2930,0,Montlake,they do that's point it isn't woman's body that gets murdered by an
2931,,"Pennsylvania, USA",it's not anti-choice twatwaffle it's anti
2932,1,USAhttps://twitter.c,keep legal and safe #mybodymychoice #roevwade
2933,0,,bible says is murder
2934,,California,kim have you ever asked why poor women have higher maternal deaths or why they have higher rates of
2935,0,,how can you justify by saying you respect life an unborn baby is life
2936,,"Beckley city, WV, USA",donald trump speaks at anti-abortion event march for life #uncategorized
2937,,"Mesa, AZ",i am adamantly anti trump i quit gop yet i abhor my jury is still out regarding laws surrounding it #marchforlife
2938,0,,is profoundly anti-women three-quarters of its victims are women half babies and all of mothers -mother teresa
2939,,United States,how is wanting stop war on women
2940,,,so true these anti-abortion activists love baby while they're in wombbut once born not so much
2941,,,u only care about but after that you pass policies that hurt people you dismantle policies that protect people
2942,1,,stupid fuck is law so you cannot stop them
2943,0,,is murder #marchforlife
2944,,,are you implying that is worse than onanism
2945,1,right here,my opinion don't like don't have one mind your own fucking business #marchforlife
2946,,"Virginia, USA",you're seriously comparing to holocaust that's rather disturbing
2947,0,"Atlanta, GA",as former fetus i oppose - sign at march for life
2948,,Chicagoland,president trump addresses anti-abortion rally 'we are with you all way' and mexico will pay for wall
2949,,,we're gonna make it harder to get an in us okay but you'll make it easier to raise children too right no
